_id,close,date,high,low,open,quoteVolume,volume,weightedAverage
60c98ef4a5212bf4bc1a76be,130.66821479,2020-01-01T03:00:00.000Z,130.66821479,130.66821479,130.66821479,0,0,130.66821479
60c98ef4a5212bf4bc1a76bf,127.20999996,2020-01-02T00:00:00.000Z,130.77868822,126.2924744,130.64244028,39310.02360279,5045582.24085538,128.35357953
60c98ef4a5212bf4bc1a76c0,134.54884259,2020-01-03T00:00:00.000Z,135,125.84538955,127.19841042,68884.95272851,8995059.64506947,130.58090756
60c98ef4a5212bf4bc1a76c1,134.17439463,2020-01-04T00:00:00.000Z,135.81615069,132.54097061,134.4206493,43542.89663849,5820436.04258346,133.67131017
60c98ef4a5212bf4bc1a76c2,135.42287283,2020-01-05T00:00:00.000Z,138.3,134.17439462,134.2019511,57796.70223354,7868584.21887369,136.14244264
60c98ef4a5212bf4bc1a76c3,144.17792225,2020-01-06T00:00:00.000Z,144.39998877,134.87617086,135.25847504,72746.49061904,10185920.75158949,140.01941076
60c98ef4a5212bf4bc1a76c4,142.86972564,2020-01-07T00:00:00.000Z,145.30359217,138.83378405,144.22617385,55999.17400134,7983261.6989863,142.56034738
60c98ef4a5212bf4bc1a76c5,140.59861832,2020-01-08T00:00:00.000Z,147.74038402,137.17075618,142.86409567,50929.64477325,7256829.41584917,142.48733617
60c98ef4a5212bf4bc1a76c6,137.82794923,2020-01-09T00:00:00.000Z,141.51015239,135.42000013,140.7225712,51230.01794071,7094465.35183731,138.48258573
60c98ef4a5212bf4bc1a76c7,144.87190633,2020-01-10T00:00:00.000Z,145.10367251,135.41188118,137.76247964,53101.05131026,7434862.52735993,140.01347137
60c98ef4a5212bf4bc1a76c8,142.53904196,2020-01-11T00:00:00.000Z,147.96330949,142.14993925,144.72717944,37841.83057841,5460286.82109719,144.29235419
60c98ef4a5212bf4bc1a76c9,146.53940234,2020-01-12T00:00:00.000Z,146.55776162,141.86013942,142.36408935,36008.97043084,5180111.46549035,143.85613927
60c98ef4a5212bf4bc1a76ca,143.54603422,2020-01-13T00:00:00.000Z,147,142.35864362,146.53940234,35131.92998623,5065059.68457089,144.17254294
60c98ef4a5212bf4bc1a76cb,165.80513919,2020-01-14T00:00:00.000Z,170.79901586,143.54603373,143.54603373,95889.34938036,14731893.4817997,153.63430429
60c98ef4a5212bf4bc1a76cc,166.3076731,2020-01-15T00:00:00.000Z,171.86621239,159.2,165.75635181,65802.95358879,10842863.53553081,164.77776367
60c98ef4a5212bf4bc1a76cd,164.09186818,2020-01-16T00:00:00.000Z,167.36312477,158.12734294,166.31554387,69694.77230814,11312750.50284136,162.31849431
60c98ef4a5212bf4bc1a76ce,169.92502874,2020-01-17T00:00:00.000Z,174.47966611,162.14305449,164.17833971,99389.75279202,16811854.99604301,169.15078792
60c98ef4a5212bf4bc1a76cf,174.10771605,2020-01-18T00:00:00.000Z,179.4455593,165.05844875,169.96912953,76089.79180663,13121613.74846108,172.44906888
60c98ef4a5212bf4bc1a76d0,166.81222585,2020-01-19T00:00:00.000Z,178,161.82295037,174.10771603,79530.19589393,13500382.86830031,169.75166119
60c98ef4a5212bf4bc1a76d1,166.85806609,2020-01-20T00:00:00.000Z,169.36553959,161.28186655,166.84764083,59805.07748793,9906701.34138155,165.64983706
60c98ef4a5212bf4bc1a76d2,169.47727249,2020-01-21T00:00:00.000Z,170.20923198,164.33977495,166.85806609,55815.49144218,9355304.02948353,167.61124533
60c98ef4a5212bf4bc1a76d3,168.06896188,2020-01-22T00:00:00.000Z,171.5,166.13645951,169.4772725,56770.88807291,9557101.34380419,168.34510905
60c98ef4a5212bf4bc1a76d4,162.79717713,2020-01-23T00:00:00.000Z,168.20036545,159.38733458,168.06896188,57160.46999317,9329186.06538753,163.21045062
60c98ef4a5212bf4bc1a76d5,162.63977999,2020-01-24T00:00:00.000Z,164.4128,155.57993574,162.82944908,50282.32446051,8075797.24294678,160.60906749
60c98ef4a5212bf4bc1a76d6,160.38749904,2020-01-25T00:00:00.000Z,162.71,157.62136608,162.63977999,41312.35804774,6618662.59183495,160.21023501
60c98ef4a5212bf4bc1a76d7,167.92331066,2020-01-26T00:00:00.000Z,168.08691676,159.45337676,160.38749902,44905.76668226,7349134.78272291,163.65681572
60c98ef4a5212bf4bc1a76d8,170.0257804,2020-01-27T00:00:00.000Z,172.12482437,165.25159411,167.92331066,60651.50376631,10251982.0350519,169.03096211
60c98ef4a5212bf4bc1a76d9,175.80113192,2020-01-28T00:00:00.000Z,176.14522376,170,170.03529162,73987.32350635,12742916.68054142,172.23108063
60c98ef4a5212bf4bc1a76da,173.84420006,2020-01-29T00:00:00.000Z,178.43454643,173.393,175.75032791,57865.37520364,10205791.13332562,176.37129453
60c98ef4a5212bf4bc1a76db,184.72381145,2020-01-30T00:00:00.000Z,186.94993326,170.9012345,173.753534,69562.7805213,12329615.97104,177.24443845
60c98ef4a5212bf4bc1a76dc,179.97716845,2020-01-31T00:00:00.000Z,185.80121818,175.29452327,184.72381147,60143.10884015,10882018.67800612,180.93542033
60c98ef4a5212bf4bc1a76dd,183.67882983,2020-02-01T00:00:00.000Z,184.27105567,179.29764169,179.9771685,52544.76552571,9575256.07271684,182.2304463
60c98ef4a5212bf4bc1a76de,188.46709233,2020-02-02T00:00:00.000Z,193.51108947,179.18044012,183.67791112,70891.71056195,13308027.03767347,187.72331676
60c98ef4a5212bf4bc1a76df,189.82165875,2020-02-03T00:00:00.000Z,195.15273327,186.81799794,188.47482615,64165.71735702,12190749.86812375,189.988523
60c98ef4a5212bf4bc1a76e0,188.93636258,2020-02-04T00:00:00.000Z,191.57159518,184.71717861,189.82165876,60753.24926162,11409464.03882913,187.800063
60c98ef4a5212bf4bc1a76e1,203.71594211,2020-02-05T00:00:00.000Z,207.530904,188.22881032,188.93246707,67819.47507226,13376371.40681634,197.23495931
60c98ef4a5212bf4bc1a76e2,213.19265249,2020-02-06T00:00:00.000Z,216.29999994,201.12141522,203.75188404,78932.16203108,16539531.46301016,209.54109246
60c98ef4a5212bf4bc1a76e3,223.49775321,2020-02-07T00:00:00.000Z,224.75984088,213.17026362,213.17026362,48840.91067808,10719373.97912265,219.47530933
60c98ef4a5212bf4bc1a76e4,223.16772385,2020-02-08T00:00:00.000Z,227.70572134,213.43407485,223.45299099,38411.16744421,8557293.33204782,222.78139149
60c98ef4a5212bf4bc1a76e5,228.66060953,2020-02-09T00:00:00.000Z,230.56812798,223,223,37014.62086418,8423924.91589426,227.58371473
60c98ef4a5212bf4bc1a76e6,222.99461935,2020-02-10T00:00:00.000Z,229.39948922,216.25,228.73530193,35304.2852997,7826582.52398565,221.68930648
60c98ef4a5212bf4bc1a76e7,236.73754734,2020-02-11T00:00:00.000Z,239.15442879,218.2,222.99353858,51552.84839366,11727923.41496134,227.49321871
60c98ef4a5212bf4bc1a76e8,265.76977717,2020-02-12T00:00:00.000Z,275,236.87305022,236.87305022,54412.66628413,14087280.92198867,258.89708929
